,id,location,Zip,Type,Subtype,Price,Transaction Type,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
637,10493220,schepdaal,1703,house,house,419000,for sale,3.0,232  m² square meters,Semi equipped,nan,nan,nan,10  m²  square meters,nan,229  m²  square meters,329  m²  square meters,2.0,nan,Good
638,10273766,bruxelles,1020,house,mixed use building,420000,for sale,4.0,242  m² square meters,Hyper equipped,No,nan,nan,20  m²  square meters,nan,119  m²  square meters,187  m²  square meters,2.0,nan,Good
639,10336669,neder-over-heembeek,1120,house,house,420000,for sale,4.0,245  m² square meters,Not installed,No,nan,nan,75  m²  square meters,nan,30  m²  square meters,200  m²  square meters,2.0,No,To renovate
640,10531266,anderlecht,1070,house,mixed use building,425000,for sale,8.0,260  m² square meters,Not installed,No,nan,nan,nan,nan,nan,63  m²  square meters,2.0,nan,To renovate
641,10305116,genval,1332,house,villa,425000,for sale,4.0,162  m² square meters,Semi equipped,No,nan,nan,14  m²  square meters,nan,350  m²  square meters,721  m²  square meters,4.0,No,To renovate
642,10548259,herne,1540,house,house,429000,for sale,4.0,250  m² square meters,Semi equipped,nan,nan,Yes,nan,nan,875  m²  square meters,1133  m²  square meters,3.0,nan,Good
643,10411392,h%C3%A9ron,4217,house,house,439000,for sale,4.0,420  m² square meters,Installed,nan,1.0,nan,46  m²  square meters,nan,1200  m²  square meters,1345  m²  square meters,4.0,nan,Good
644,10515905,mons%20ghlin,7011,house,villa,440000,for sale,6.0,259  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,952  m²  square meters,1122  m²  square meters,4.0,nan,As new
645,10446234,sint-agatha-berchem,1082,house,house,445000,for sale,4.0,250  m² square meters,Semi equipped,nan,nan,nan,23  m²  square meters,nan,nan,320  m²  square meters,2.0,nan,To be done up
646,10479780,lubbeek,3210,house,house,448000,for sale,4.0,233  m² square meters,Installed,No,nan,Yes,nan,nan,nan,1300  m²  square meters,4.0,nan,Just renovated
647,10522169,bruxelles,1000,house,apartment block,450000,for sale,4.0,200  m² square meters,Not installed,No,nan,nan,7  m²  square meters,nan,15  m²  square meters,92  m²  square meters,2.0,No,To renovate
648,10252335,woluwe-saint-pierre,1150,house,house,450000,for sale,3.0,110  m² square meters,USA installed,No,nan,nan,25  m²  square meters,nan,nan,97  m²  square meters,2.0,nan,Good
649,10489474,uccle,1180,house,house,450000,for sale,3.0,140  m² square meters,Installed,No,nan,nan,24  m²  square meters,nan,95  m²  square meters,192  m²  square meters,2.0,No,To be done up
650,10463935,wavre,1300,house,bungalow,450000,for sale,3.0,123  m² square meters,Semi equipped,No,nan,nan,30  m²  square meters,nan,nan,1473  m²  square meters,4.0,No,Good
651,10522472,fosses-la-ville,5070,house,villa,450000,for sale,4.0,240  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,nan,837  m²  square meters,4.0,No,As new
652,10550780,gent%20gentbrugge,9050,house,house,450000,for sale,5.0,248  m² square meters,Not installed,No,nan,nan,nan,nan,nan,210  m²  square meters,2.0,nan,To renovate
653,10037638,woluwe-saint-lambert,1200,house,mixed use building,460000,for sale,1.0,160  m² square meters,Semi equipped,No,nan,nan,2  m²  square meters,nan,nan,160  m²  square meters,2.0,nan,Good
654,10532866,wanze,4520,house,house,460000,for sale,4.0,240  m² square meters,Installed,nan,nan,Yes,nan,Yes,nan,2600  m²  square meters,4.0,nan,As new
655,10457587,dilbeek,1700,house,house,479000,for sale,3.0,176  m² square meters,USA hyper equipped,nan,nan,nan,24  m²  square meters,nan,nan,184  m²  square meters,3.0,No,As new
656,10456150,fl%C3%89malle,4400,house,house,479500,for sale,5.0,300  m² square meters,Installed,nan,nan,Yes,nan,Yes,nan,3350  m²  square meters,3.0,nan,Good
657,10540734,rixensart,1330,house,bungalow,495000,for sale,3.0,160  m² square meters,Installed,No,nan,nan,nan,nan,nan,872  m²  square meters,4.0,No,Good
658,10256877,bl%C3%A9gny%20saive,4671,house,exceptional property,495000,for sale,8.0,282  m² square meters,Not installed,No,nan,Yes,nan,nan,nan,2200  m²  square meters,4.0,No,To renovate
659,10529614,chaumont-gistoux,1325,house,house,499000,for sale,4.0,185  m² square meters,Semi equipped,No,nan,nan,40  m²  square meters,nan,1200  m²  square meters,1332  m²  square meters,4.0,No,To be done up
660,10524318,grez-doiceau,1390,house,villa,499000,for sale,6.0,215  m² square meters,USA installed,No,nan,nan,6  m²  square meters,nan,632  m²  square meters,747  m²  square meters,4.0,No,Good
661,10531712,putte,2580,house,house,510000,for sale,3.0,260  m² square meters,USA hyper equipped,nan,nan,Yes,nan,nan,nan,898  m²  square meters,4.0,No,As new
662,10411537,jette,1090,house,house,525000,for sale,4.0,189  m² square meters,USA hyper equipped,nan,nan,nan,15  m²  square meters,nan,33  m²  square meters,120  m²  square meters,2.0,nan,Just renovated
663,10385895,hoegaarden,3320,house,mansion,530000,for sale,3.0,221  m² square meters,Installed,nan,1.0,nan,nan,nan,800  m²  square meters,221  m²  square meters,3.0,nan,Good
664,10537542,halle,1500,house,house,549000,for sale,3.0,230  m² square meters,Installed,nan,nan,nan,nan,nan,806  m²  square meters,924  m²  square meters,4.0,nan,Just renovated
665,10503562,ledeberg,1760,house,house,569000,for sale,3.0,160  m² square meters,nan,nan,nan,nan,25  m²  square meters,nan,700  m²  square meters,1052  m²  square meters,4.0,nan,Good
666,10422742,dilbeek,1700,house,villa,585000,for sale,3.0,182  m² square meters,Installed,No,nan,Yes,nan,nan,nan,461  m²  square meters,4.0,No,Good
667,10541284,asse,1730,house,country cottage,585000,for sale,4.0,345  m² square meters,Semi equipped,nan,nan,Yes,nan,nan,1475  m²  square meters,1475  m²  square meters,4.0,Yes,To renovate
668,10521947,woluwe-saint-pierre,1150,house,house,590000,for sale,3.0,130  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,50  m²  square meters,130  m²  square meters,2.0,nan,As new
669,10392958,laeken,1020,house,house,595000,for sale,4.0,250  m² square meters,Installed,No,nan,nan,15  m²  square meters,nan,350  m²  square meters,459  m²  square meters,3.0,nan,To be done up
670,10532112,etterbeek,1040,house,house,595000,for sale,4.0,220  m² square meters,Hyper equipped,No,nan,nan,24  m²  square meters,nan,nan,65  m²  square meters,2.0,No,Good
671,10369543,woluwe-saint-pierre,1150,house,house,595000,for sale,3.0,145  m² square meters,Not installed,No,nan,nan,16  m²  square meters,nan,nan,188  m²  square meters,3.0,nan,To renovate
672,10457591,dilbeek,1700,house,house,595000,for sale,5.0,307  m² square meters,USA hyper equipped,nan,nan,nan,12  m²  square meters,nan,356  m²  square meters,356  m²  square meters,3.0,nan,Good
673,9924203,beersel,1650,house,villa,599000,for sale,3.0,251  m² square meters,Installed,nan,nan,Yes,nan,nan,nan,1689  m²  square meters,4.0,nan,To be done up
674,10527367,kraainem,1950,house,house,599000,for sale,3.0,124  m² square meters,USA hyper equipped,No,nan,nan,20  m²  square meters,nan,185  m²  square meters,419  m²  square meters,3.0,No,Good
675,10464091,brussels%20city,1020,house,house,600000,for sale,7.0,220  m² square meters,Semi equipped,No,nan,nan,24  m²  square meters,nan,37  m²  square meters,13  m²  square meters,2.0,No,Good
676,10142944,etterbeek,1040,house,house,600000,for sale,5.0,190  m² square meters,Installed,No,nan,nan,15  m²  square meters,nan,50  m²  square meters,120  m²  square meters,2.0,No,Good
677,10498563,wavre%20limal,1300,house,house,620000,for sale,4.0,390  m² square meters,Installed,No,nan,nan,39  m²  square meters,nan,1400  m²  square meters,1685  m²  square meters,4.0,nan,To renovate
678,10530777,oetingen,1755,house,house,620000,for sale,3.0,250  m² square meters,Installed,nan,nan,Yes,nan,nan,nan,3275  m²  square meters,4.0,nan,Good
679,10522168,bruxelles,1000,house,mixed use building,625000,for sale,3.0,174  m² square meters,Installed,No,nan,nan,5  m²  square meters,nan,nan,38  m²  square meters,2.0,No,Good
680,10479865,braine-l%27alleud,1420,house,house,625000,for sale,5.0,203  m² square meters,Hyper equipped,No,nan,nan,25  m²  square meters,nan,200  m²  square meters,366  m²  square meters,3.0,No,Just renovated
681,10479866,braine-l%27alleud%20ophain-bois-seigneur-isaac,1421,house,house,625000,for sale,5.0,203  m² square meters,Hyper equipped,No,nan,nan,25  m²  square meters,nan,200  m²  square meters,366  m²  square meters,3.0,No,Just renovated
682,10424854,kraainem,1950,house,house,635000,for sale,3.0,185  m² square meters,Installed,No,nan,Yes,nan,nan,nan,364  m²  square meters,3.0,No,To renovate
683,10539752,overijse,3090,house,house,635000,for sale,3.0,210  m² square meters,Hyper equipped,nan,nan,nan,45  m²  square meters,nan,450  m²  square meters,813  m²  square meters,4.0,No,As new
684,10080317,anderlecht,1070,house,house,645000,for sale,4.0,320  m² square meters,Not installed,No,nan,nan,4  m²  square meters,nan,nan,320  m²  square meters,2.0,No,To renovate
685,10107766,wezembeek-oppem,1970,house,house,645000,for sale,3.0,190  m² square meters,Installed,No,nan,Yes,nan,nan,350  m²  square meters,709  m²  square meters,4.0,nan,To renovate
686,10526067,schaerbeek,1030,house,apartment block,650000,for sale,8.0,323  m² square meters,USA hyper equipped,No,nan,nan,27  m²  square meters,nan,nan,100  m²  square meters,2.0,Yes,Good
687,10526066,schaerbeek,1030,house,house,650000,for sale,8.0,323  m² square meters,USA hyper equipped,No,nan,nan,27  m²  square meters,nan,nan,100  m²  square meters,2.0,Yes,Good
688,10490280,woluwe-saint-pierre,1150,house,apartment block,675000,for sale,4.0,280  m² square meters,USA hyper equipped,No,nan,nan,nan,nan,nan,150  m²  square meters,2.0,No,Just renovated
689,10157542,woluwe-saint-pierre,1150,house,house,675000,for sale,4.0,155  m² square meters,Semi equipped,No,nan,nan,nan,nan,100  m²  square meters,243  m²  square meters,3.0,nan,Good
690,10373040,woluwe-saint-lambert,1200,house,house,680000,for sale,4.0,155  m² square meters,USA hyper equipped,No,nan,nan,7  m²  square meters,nan,312  m²  square meters,411  m²  square meters,2.0,nan,As new
691,10306388,woluwe-saint-pierre,1150,house,house,695000,for sale,4.0,228  m² square meters,Not installed,No,nan,nan,2  m²  square meters,nan,150  m²  square meters,220  m²  square meters,2.0,nan,Good
692,10534960,watermael-boitsfort,1170,house,villa,695000,for sale,3.0,145  m² square meters,USA installed,No,nan,nan,50  m²  square meters,nan,100  m²  square meters,303  m²  square meters,4.0,No,Good
693,10520923,lochristi,9080,house,villa,698000,for sale,4.0,233  m² square meters,Semi equipped,nan,1.0,Yes,nan,Yes,nan,10639  m²  square meters,4.0,nan,To be done up
694,10537345,woluwe-saint-lambert,1200,house,house,699000,for sale,5.0,210  m² square meters,Installed,No,nan,nan,22  m²  square meters,nan,nan,133  m²  square meters,2.0,No,Good
695,10531258,woluwe-saint-lambert,1200,house,house,699000,for sale,4.0,190  m² square meters,USA hyper equipped,No,nan,nan,10  m²  square meters,nan,150  m²  square meters,270  m²  square meters,2.0,nan,Good
696,10546142,antwerpen,2100,house,house,720000,for sale,4.0,200  m² square meters,Hyper equipped,nan,nan,nan,25  m²  square meters,nan,100  m²  square meters,180  m²  square meters,2.0,No,Just renovated
697,10487367,saint-gilles,1060,house,apartment block,745000,for sale,4.0,280  m² square meters,Installed,nan,nan,nan,nan,nan,nan,76  m²  square meters,2.0,No,Good
698,10541158,schaerbeek,1030,house,apartment block,750000,for sale,6.0,513  m² square meters,Not installed,No,nan,nan,85  m²  square meters,nan,40  m²  square meters,415  m²  square meters,3.0,No,To renovate
699,10519141,schaerbeek,1030,house,house,750000,for sale,5.0,290  m² square meters,USA hyper equipped,No,nan,nan,nan,nan,37  m²  square meters,118  m²  square meters,2.0,nan,As new
700,10436310,schaerbeek,1030,house,apartment block,750000,for sale,7.0,285  m² square meters,Installed,No,nan,nan,15  m²  square meters,nan,250  m²  square meters,280  m²  square meters,2.0,No,Good
701,10447693,braine-l%27alleud,1420,house,house,750000,for sale,6.0,300  m² square meters,Installed,nan,nan,nan,nan,nan,900  m²  square meters,1100  m²  square meters,4.0,nan,As new
702,10420056,ixelles,1050,house,apartment block,760000,for sale,7.0,400  m² square meters,USA hyper equipped,No,nan,nan,15  m²  square meters,nan,45  m²  square meters,146  m²  square meters,2.0,No,As new
703,10420053,ixelles,1050,house,house,760000,for sale,7.0,400  m² square meters,USA hyper equipped,No,nan,nan,15  m²  square meters,nan,45  m²  square meters,146  m²  square meters,2.0,No,As new
704,10534776,saint-gilles,1060,house,mixed use building,780000,for sale,4.0,330  m² square meters,Installed,No,nan,nan,20  m²  square meters,nan,nan,85  m²  square meters,2.0,No,As new
705,10534775,saint-gilles,1060,house,apartment block,780000,for sale,4.0,330  m² square meters,Installed,No,nan,nan,20  m²  square meters,nan,nan,85  m²  square meters,2.0,No,As new
706,10504752,wilrijk,2610,house,house,785000,for sale,5.0,230  m² square meters,Semi equipped,nan,1.0,nan,nan,nan,381  m²  square meters,620  m²  square meters,4.0,nan,To renovate
707,10449118,mechelen,2800,house,exceptional property,790000,for sale,4.0,300  m² square meters,USA hyper equipped,nan,nan,Yes,nan,nan,nan,452  m²  square meters,3.0,No,As new
708,10544592,ixelles,1050,house,apartment block,795000,for sale,6.0,450  m² square meters,Not installed,nan,nan,nan,nan,nan,12  m²  square meters,190  m²  square meters,2.0,No,To renovate
709,10189628,woluwe-saint-pierre,1150,house,house,795000,for sale,3.0,190  m² square meters,Hyper equipped,No,nan,nan,20  m²  square meters,nan,145  m²  square meters,311  m²  square meters,3.0,No,Good
710,10535696,heusden,9070,house,villa,795000,for sale,4.0,230  m² square meters,Installed,nan,1.0,nan,30  m²  square meters,nan,1275  m²  square meters,1335  m²  square meters,4.0,nan,Good
711,10530584,zulte,9870,house,villa,795000,for sale,4.0,250  m² square meters,Installed,nan,1.0,nan,nan,nan,nan,1275  m²  square meters,4.0,Yes,Good
712,10536741,auderghem,1160,house,house,799000,for sale,3.0,150  m² square meters,USA hyper equipped,No,nan,Yes,nan,nan,100  m²  square meters,195  m²  square meters,2.0,nan,As new
713,10411067,wakken,8720,house,villa,799000,for sale,5.0,505  m² square meters,Hyper equipped,nan,1.0,Yes,nan,nan,nan,2023  m²  square meters,4.0,nan,As new
714,10544776,gent,9000,house,house,799000,for sale,4.0,186  m² square meters,USA hyper equipped,No,nan,nan,24  m²  square meters,nan,65  m²  square meters,143  m²  square meters,2.0,nan,As new
715,10526420,woluwe-saint-pierre,1150,house,house,820000,for sale,4.0,202  m² square meters,USA hyper equipped,No,nan,Yes,nan,nan,nan,141  m²  square meters,2.0,nan,As new
716,10265900,woluwe-saint-pierre,1150,house,house,825000,for sale,4.0,200  m² square meters,Semi equipped,No,nan,nan,20  m²  square meters,nan,210  m²  square meters,605  m²  square meters,4.0,nan,To renovate
717,10441944,woluwe-saint-lambert,1200,house,town house,825000,for sale,4.0,253  m² square meters,Installed,No,nan,nan,17  m²  square meters,nan,70  m²  square meters,225  m²  square meters,2.0,No,Good
718,10528543,oudenburg,8460,house,villa,825000,for sale,4.0,445  m² square meters,Hyper equipped,No,1.0,nan,nan,nan,2202  m²  square meters,2442  m²  square meters,4.0,nan,As new
719,10531803,schaerbeek,1030,house,mansion,845000,for sale,6.0,310  m² square meters,USA hyper equipped,No,nan,nan,60  m²  square meters,nan,nan,132  m²  square meters,2.0,No,As new
720,10519204,etterbeek,1040,house,apartment block,845000,for sale,5.0,275  m² square meters,nan,No,nan,nan,nan,nan,nan,72  m²  square meters,2.0,No,Good
721,10272645,woluwe-saint-lambert,1200,house,house,845000,for sale,4.0,220  m² square meters,USA semi equipped,No,nan,nan,12  m²  square meters,nan,117  m²  square meters,210  m²  square meters,2.0,No,As new
722,10530548,saint-josse-ten-noode,1210,house,mansion,845000,for sale,6.0,310  m² square meters,USA hyper equipped,No,nan,nan,60  m²  square meters,nan,nan,132  m²  square meters,2.0,No,As new
723,10479358,sint-pieters-leeuw,1600,house,villa,845000,for sale,4.0,299  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,nan,3897  m²  square meters,4.0,No,To renovate
724,10389558,kampenhout,1910,house,villa,849000,for sale,6.0,314  m² square meters,Installed,No,nan,nan,50  m²  square meters,nan,2879  m²  square meters,11000  m²  square meters,4.0,Yes,To be done up
725,10546210,woluwe-saint-pierre,1150,house,house,895000,for sale,6.0,210  m² square meters,Installed,No,nan,nan,20  m²  square meters,nan,nan,579  m²  square meters,3.0,nan,Good
